Название продукта,Категория продукта,Подкатегория продукта,Цена продукта,Город,Ссылка на продукт,Статус
"Caffe Poli Кофе в зернах Arabica 100% 1 кг, Италия",БАКАЛЕЯ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/kofe/kofe-v-zernah-arabika-100/,Новинка
Кофе в зернах смесь Arabica 70% и Robusta 30%,БАКАЛЕЯ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/kofe/kofe-v-zernah-smes-arabica-70-i-robusta-30/,Новинка
Tartuffi Рис Карнароли с трюфелем 350 гр,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/ris/tartuffi-ris-karnaroli-s-tryufelem-350-gr/,Нет статуса
Le Bonta Соус для пасты Alla Puttanesca 314 мл,БАКАЛЕЯ,,2 900 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/le-bonta-sous-dlya-pasty-alla-puttanesca-314-ml/,Нет статуса
Barbera Бальзамический уксус Модена 250 мл,БАКАЛЕЯ,,2 500 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/barbera-balzamicheskiy-uksus-modena-250-ml/,Нет статуса
Plaza Del Sol Соус Алиоли 180 гр,БАКАЛЕЯ,,2 600 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/plaza-del-sol-sous-alioli-180-gr/,Нет статуса
Plaza Del Sol Соус Сальса Брава пикантный 185 гр,БАКАЛЕЯ,,1 700 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/plaza-del-sol-sous-salsa-brava-pikantniy-185-gr/,Нет статуса
Pesce Azzurro соус с чернилами каракатицы 200 гр ст/б,БАКАЛЕЯ,,6 500 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/pesce-azzurro-chernila-karakaticy-200-gr-stb/,Нет статуса
Barbera Бальзамический белый винный уксус 250 мл,БАКАЛЕЯ,,2 500 Т,Алматы,https://kingfisher.kz/bakaleya/balzamik/balzamicheskiy-uksus-barbera/barbera-organicheskiy-beliy-vinniy-uksus-250-ml/,Нет статуса
Barbera Бальзамический красный винный уксус 250 мл,БАКАЛЕЯ,,2 500 Т,Алматы,https://kingfisher.kz/bakaleya/balzamik/balzamicheskiy-uksus-barbera/barbera-organicheskiy-krasniy-vinniy-uksus-250-ml/,Нет статуса
Aroy-D Соус Чили сладкий для курицы 350 г ст/б,БАКАЛЕЯ,,2 200 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/aroy-d-sous-chili-sladkiy-dlya-kuricy-350-g-stb/,Нет статуса
Бальзамический Уксус Giuseppe Giusti 250 мл. (куб),БАКАЛЕЯ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/balzamik/giuseppe-giusti/balzamicheskiyy-uksus-giuseppe-giusti-250-ml/,Новинка
Le Bonta Соус для пасты с овощами 314 мл,БАКАЛЕЯ,,2 900 Т,Алматы,https://kingfisher.kz/bakaleya/antipasti/antipasti-le-bonta/le-bonta-sous-dlya-pasty-s-ovoshchami-314-ml/,Нет статуса
Resfood Соус Лемонграсс CTM Chang 285 гр,БАКАЛЕЯ,,2 300 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/resfood-sous-lemongrass-ctm-chang-285-gr/,Нет статуса
Umami Итальянский Хумус с Черным Чесноком 130 гр,БАКАЛЕЯ,,4 990 Т,Алматы,https://kingfisher.kz/bakaleya/cherniy-chesnok/umami-italyanskiy-humus-s-chernym-chesnokom-130-gr/,Нет статуса
Соус Табаско 59 мл,БАКАЛЕЯ,,2 800 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/sous-tabasko-59-ml/,Нет статуса
Plaza Del Sol Соус томатный по-домашнему FRITO 290 гр,БАКАЛЕЯ,,2 200 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/plaza-del-sol-sous-tomatniy-po-domashnemu-frito-290-gr/,Нет статуса
Umami Итальянский Кремовый Соус из Черного Чеснока 90 гр,БАКАЛЕЯ,,5 990 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/umami-italyanskiy-kremoviy-sous-iz-chernogo-chesnoka-90-gr/,Нет статуса
Umami Итальянский Кетчуп с Черным Чесноком 130 гр,БАКАЛЕЯ,,4 990 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/umami-italyanskiy-ketchup-s-chernym-chesnokom-130-gr/,Нет статуса
Umami Итальянский Кремовый Соус из Черного Чеснока 190 гр,БАКАЛЕЯ,,10 590 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/umami-italyanskiy-kremoviy-sous-iz-chernogo-chesnoka-190-gr/,Нет статуса
СэнСой папричи-соус столовый остро-сладкий 320 гр,БАКАЛЕЯ,,1 990 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/sensoy-paprichi-sous-stoloviy-ostro-sladkiy-320-gr/,Нет статуса
Umami Итальянский Хумус с Черным Чесноком 130 гр,БАКАЛЕЯ,,4 990 Т,Алматы,https://kingfisher.kz/bakaleya/cherniy-chesnok/umami-italyanskiy-humus-s-chernym-chesnokom-130-gr/,Нет статуса
Umami Итальянский Кремовый Соус из Черного Чеснока 90 гр,БАКАЛЕЯ,,5 990 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/umami-italyanskiy-kremoviy-sous-iz-chernogo-chesnoka-90-gr/,Нет статуса
Umami Итальянский Черный Чеснок Зубчики 35 гр,БАКАЛЕЯ,,4 390 Т,Алматы,https://kingfisher.kz/bakaleya/cherniy-chesnok/umami-italyanskiy-cherniy-chesnok-zubchiki-35-gr/,Нет статуса
Umami Итальянский Кремовый Соус из Черного Чеснока 190 гр,БАКАЛЕЯ,,10 590 Т,Алматы,https://kingfisher.kz/bakaleya/sousy/umami-italyanskiy-kremoviy-sous-iz-chernogo-chesnoka-190-gr/,Нет статуса
Umami Итальянский Черный Чеснок Целый 60 гр,БАКАЛЕЯ,,4 890 Т,Алматы,https://kingfisher.kz/bakaleya/cherniy-chesnok/umami-italyanskiy-cherniy-chesnok-celiy-60-gr/,Нет статуса
Umami Итальянский Черный Чеснок Целый 180 гр,БАКАЛЕЯ,,12 800 Т,Алматы,https://kingfisher.kz/bakaleya/cherniy-chesnok/umami-italyanskiy-cherniy-chesnok-celiy-180-gr/,Нет статуса
English Tea Черный чай Птичка в мятной упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-ptichka-v-myatnoy-upakovke-40-sht/,Нет статуса
English Tea Черный чай в кремовой винтажной упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-kremovoy-vintazhnoy-upakovke-40-sht/,Нет статуса
English Tea Черный чай в мятной винтажной упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-myatnoy-vintazhnoy-upakovke-40-sht/,Нет статуса
English Tea Черный чай Винни Пух упаковка 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-vinni-puh-upakovka-80-sht/,Нет статуса
English Tea Черный чай в розовой винтажной упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-rozovoy-vintazhnoy-upakovke-40-sht/,Нет статуса
English Tea Черный чай Винни Пух упаковка 72 шт,БАКАЛЕЯ,,7 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-vinni-puh-upakovka-72-sht/,Нет статуса
English Tea Черный чай в мятной винтажной упаковке 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-myatnoy-vintazhnoy-upakovke-80-sht/,Нет статуса
English Tea Черный чай в розовой винтажной упаковке 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-rozovoy-vintazhnoy-upakovke-80-sht/,Нет статуса
English Tea Черный чай в кремовой винтажной упаковке 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-kremovoy-vintazhnoy-upakovke-80-sht/,Нет статуса
English Tea Черный чай в зеленой винтажной упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-zelenoy-vintazhnoy-upakovke-40-sht/,Нет статуса
English Tea Черный чай в мятной винтажной упаковке 72 шт,БАКАЛЕЯ,,7 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-myatnoy-vintazhnoy-upakovke-72-sht/,Нет статуса
English Tea Черный чай Кролик Питер упаковка 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-krolik-piter-upakovka-80-sht/,Нет статуса
English Tea Черный чай Кролик Питер упаковка 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-krolik-piter-upakovka-240-sht/,Нет статуса
English Tea Черный чай Beatrix Potter упаковка 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-beatrix-potter-upakovka-80-sht/,Нет статуса
English Tea Черный чай Beatrix Potter упаковка 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-beatrix-potter-upakovka-240-sht/,Нет статуса
English Tea Черный чай Винни Пух упаковка 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-vinni-puh-upakovka-240-sht/,Нет статуса
English Tea Черный чай Птичка в мятной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-ptichka-v-myatnoy-upakovke-240-sht/,Нет статуса
English Tea Черный чай в мятной винтажной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-myatnoy-vintazhnoy-upakovke-240-sht/,Нет статуса
English Tea Черный чай в зеленой винтажной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-zelenoy-vintazhnoy-upakovke-240-sht/,Нет статуса
English Tea Черный чай в красной винтажной упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-krasnoy-vintazhnoy-upakovke-40-sht/,Нет статуса
English Tea Черный чай Птичка в синей упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-ptichka-v-siney-upakovke-40-sht/,Нет статуса
English Tea Черный чай в голубой винтажной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-goluboy-vintazhnoy-upakovke-240-sht/,Нет статуса
English Tea Черный чай в красной винтажной упаковке 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-krasnoy-vintazhnoy-upakovke-80-sht/,Нет статуса
English Tea Черный чай Ландыш в винтажной упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-landysh-v-vintazhnoy-upakovke-40-sht/,Нет статуса
English Tea Черный чай в кремовой винтажной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-kremovoy-vintazhnoy-upakovke-240-sht/,Нет статуса
English Tea Черный чай Птичка в голубой упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-ptichka-v-goluboy-upakovke-240-sht/,Нет статуса
English Tea Черный чай в красной винтажной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-krasnoy-vintazhnoy-upakovke-240-sht/,Нет статуса
English Tea Черный чай Птичка в розовой упаковке 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-ptichka-v-rozovoy-upakovke-40-sht/,Нет статуса
English Tea Черный чай Harry Potter упаковка 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-harry-potter-upakovka-240-sht/,Нет статуса
English Tea Черный чай Harry Potter упаковка 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-harry-potter-upakovka-80-sht/,Нет статуса
English Tea Черный чай Union Jack упаковка 100 шт,БАКАЛЕЯ,,8 900 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-union-jack-upakovka-100-sht/,Нет статуса
English Tea Черный чай Union Jack упаковка 40 шт,БАКАЛЕЯ,,5 500 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-union-jack-upakovka-40-sht/,Нет статуса
English Tea Черный чай в темно зеленой винтажной упаковке 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-temno-zelenoy-vintazhnoy-upakovke-80-sht/,Нет статуса
English Tea Черный чай без кофеина в голубой винтажной упаковке 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-bez-kofeina-v-goluboy-vintazhnoy-upakovke-80-sht/,Нет статуса
English Tea Черный чай в лиловой винтажной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-lilovoy-vintazhnoy-upakovke-240-sht/,Нет статуса
English Tea Черный чай в лиловой винтажной упаковке 80 шт,БАКАЛЕЯ,,8 000 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-lilovoy-vintazhnoy-upakovke-80-sht/,Нет статуса
English Tea Черный чай в розовой винтажной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-rozovoy-vintazhnoy-upakovke-240-sht/,Нет статуса
English Tea Черный чай в фиолетовой винтажной упаковке 240 шт,БАКАЛЕЯ,,13 800 Т,Алматы,https://kingfisher.kz/bakaleya/angliyskiy-chay/english-tea-cherniy-chay-v-fioletovoy-vintazhnoy-upakovke-240-sht/,Нет статуса
"Замороженное пюре Манго Ravifruit, Франция, 1 кг",БАКАЛЕЯ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/fruktovoe-pyure/zamorozhennoe-pyure-mango-ravifruit-franciya-1-kg/,Новинка
"Замороженное пюре Маракуйя Ravifruit, Франция, 1 кг",БАКАЛЕЯ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/fruktovoe-pyure/zamorozhennoe-pyure-marakuya-ravifruit-franciya-1-kg/,Новинка
"Замороженное пюре Клубника Ravifruit, Франция, 1 кг",БАКАЛЕЯ,,8 500 Т,Алматы,https://kingfisher.kz/bakaleya/fruktovoe-pyure/zamorozhennoe-pyure-klubnika-ravifruit-franciya-1-kg/,Нет статуса
"Замороженное пюре Кокос Ravifruit, Франция, 1 кг",БАКАЛЕЯ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/fruktovoe-pyure/zamorozhennoe-pyure-kokos-ravifruit-franciya-1-kg/,Новинка
